cities,incidents,latitude,longitude
Lomita,3,33.7889,-118.31
Carlton,3,43.3279,-78.133
Saint Petersburg (Treasure Island),3,27.7594,-82.7659
Evarts,3,36.8629,-83.1957
Sagamore Beach,3,41.7906,-70.5387
Glenpool,3,35.9589,-96.0129
Burien,3,47.4703,-122.338
Elbert (county),3,39.4629,-104.606
Onancock,3,37.7131,-75.736
Monona,3,43.0445,-89.3313
Perham,3,46.5967,-95.5796
Lacey Township,3,39.9009,-74.3203
Alum Creek,3,38.2562,-81.8469
Lapeer,3,43.0545,-83.3299
Granbury,3,32.3521,-97.7187
Humphreys County,3,36.0758,-87.8476
Collingdale,3,39.9109,-75.2833
Calhoun City,3,33.8576,-89.293
Nisswa,3,46.5206,-94.2856
North Andover,3,42.6967,-71.1189
Prince Frederick,3,38.5319,-76.577
Fancy Farm,3,36.7949,-88.7928
Luverne,3,43.6581,-96.2113
Moretown,3,44.2781,-72.6639
Willits,3,39.4399,-123.356
Chatham,3,40.698,-74.4396
West Paris,3,44.338,-70.5002
Westford,3,42.57,-71.4613
Saint Martinville (Parks),3,30.2103,-91.824
Maricopa County,3,33.4891,-112.705
Lake Zurich,3,42.1904,-88.1112
Elmwood,3,44.7661,-92.1673
Dixie,3,38.2605,-81.1969
Bon Air,3,33.4889,-86.2451
Oroville (Thermalito),3,39.5154,-121.605
Jemez Springs,3,35.8357,-106.644
Clare,3,43.9158,-84.768
Fairdale,3,37.7817,-81.3629
Great River,3,40.7223,-73.1541
Wilderville,3,42.3815,-123.467
Osage,3,43.3403,-92.6772
Wolf Creek (Sunnyvalley),3,42.6295,-123.356
Isla Vista,3,34.4102,-119.854
Ogden (Plain City),3,41.2849,-111.964
Wilkes Barre (Ashley),3,41.2045,-75.8974
Flathead (county),3,48.2072,-114.305
Pendleton (county),3,38.6588,-79.3526
Shelley,3,43.3758,-112.117
Evansdale,3,42.4568,-92.2713
Franklin Lakes,3,41.0077,-74.1959
Kiana,3,67.5533,-160.318
Ulster (county),3,41.9333,-74.0137
Custer,3,43.7579,-103.61
Doral,3,25.826,-80.353
Bridgeton (Upper Deerfield Twp),3,39.4884,-75.1909
Roane (county),3,38.7896,-81.3404
Lenoir (county),3,35.1274,-77.6937
Ebensburg,3,40.4817,-78.7267
Fluvanna (county),3,37.8763,-78.4071
Westover,3,38.0987,-75.7224
Red Jacket,3,37.6467,-82.1405
Mascoutah,3,38.4896,-89.7961
Farwell,3,43.8539,-84.893
Tipton (county),3,35.6018,-89.7036
Denver (North Glenn),3,39.7601,-104.997
Albemarle (county),3,38.0731,-78.5087
Putney,3,43.081,-72.4847
Dauphin County,3,40.2734,-76.7337
Spalding County,3,33.2637,-84.3121
Savannah (Wilmington Island),3,32.0352,-80.9625
Anza,3,33.5411,-116.744
Chesterville,3,44.6014,-70.0736
Winterset,3,41.2972,-94.071
Carter Lake,3,41.2917,-95.9158
Milford (Slaughter Beach),3,38.9159,-75.3077
Clymer,3,40.6692,-79.0089
Emmaus,3,40.5337,-75.4964
Anna Maria,3,27.5269,-82.7368
Bellefontaine,3,40.3593,-83.7709
Tangipahoa,3,30.8743,-90.5108
Kimbolton,3,40.1434,-81.5463
Bethalto,3,38.8962,-90.0302
Douglassville,3,40.2574,-75.7891
Clarkson,3,43.2626,-77.8943
Thomas County,3,30.8417,-83.8473
Ponte Vedra,3,30.1272,-81.435
Houlton,3,46.1265,-67.8372
Wray,3,31.5848,-83.0757
Alamosa,3,37.4592,-105.87
Egegik,3,58.1616,-157.194
Braxton (county),3,38.6539,-80.6825
Edisto Island,3,32.5775,-80.2923
Bliss,3,42.5798,-78.2207
Sturtevant,3,42.6934,-87.8936
Anoka,3,45.2454,-93.4149
Beecher,3,41.3552,-87.624
Diamondhead,3,30.3821,-89.3626
Glen Jean,3,37.8984,-81.161
Brazoria County,3,29.454,-95.2806
Waterman,3,41.7612,-88.8046
Grand Isle,3,44.7179,-73.3033
Mountain Brook,3,33.5007,-86.7548
West Boylston,3,42.3668,-71.7856
Kenova,3,38.3998,-82.5825
Tippecanoe County,3,40.2454,-86.7523
Vermilion,3,41.4011,-82.3901
Devens,3,42.5359,-71.6197
Robertson (county),3,36.4801,-86.9146
Farmersburg,3,39.2482,-87.3843
Medina (county),3,29.2056,-98.8246
Woodside,3,39.1633,-75.5153
Florence ,3,34.8195,-87.6656
Cleveland (Fairview Park),3,41.4624,-81.8504
Lantana,3,26.5692,-80.0645
James City (county),3,37.3131,-76.7587
Belmont (county),3,40.0855,-80.9056
Cottageville,3,32.9971,-80.4901
Cleveland (University Heights),3,41.4988,-81.5448
Fall Branch,3,36.4018,-82.6604
Pollok,3,31.4321,-94.8623
Shiawassee County,3,42.996,-84.183
Mattapoisett,3,41.6642,-70.7854
Otter Tail (county),3,46.2852,-96.1179
Millburn,3,40.7346,-74.3481
Tower City,3,40.5928,-76.5327
Volcano,3,19.4243,-155.216
Mexico Beach,3,29.9484,-85.4213
Islip Terrace,3,40.7667,-73.1763
Roanoke Rapids (Roanoke Rapid),3,36.4392,-77.6558
Covington (Park Hills),3,39.0617,-84.5283
Chilton (county),3,32.8303,-86.6521
Monroe Township (Monroe),3,39.6757,-74.9531
Sound Beach,3,40.9597,-72.9754
Sanilac (county),3,43.4873,-82.5943
Ionia County,3,43.1044,-85.1551
San Antonio (Terrell Hills),3,29.4727,-98.4572
Medical Lake,3,47.6706,-117.656
Rudolph,3,44.4353,-89.8025
Barberton (Norton),3,41.0338,-81.6088
South Thomaston,3,44.0699,-69.1334
Saint Leonard (St Leonard),3,38.4741,-76.5118
Dieterich,3,39.0619,-88.3803
Merkel,3,32.4735,-100.025
Bloomfield Township,3,42.6166,-83.2288
Cincinnati (Madeira),3,39.1812,-84.3698
Port Trevorton,3,40.7015,-76.9147
Cayuga,3,46.069,-97.3675
Munnsville (Stockbridge),3,42.9908,-75.6036
Marlton (Evesham Twp),3,39.8845,-74.905
South China (China),3,44.4163,-69.5406
Brutus,3,43.0653,-76.6023
Rancho Palos Verdes,3,33.7623,-118.367
Kidron,3,40.7412,-81.745
Rusk (county),3,32.2157,-94.7109
Newtown (Wrightstown),3,40.2666,-75.0239
North Anson (Embden),3,44.891,-69.9008
Cincinnati (Carthage),3,39.1931,-84.4831
Carnegie,3,40.4045,-80.0922
Tangent,3,44.5822,-123.11
Sturgeon,3,39.1943,-92.3013
Anamosa,3,42.111,-91.2893
White Sulphur Springs (Neola),3,37.8021,-80.2858
Mound Bayou,3,33.8809,-90.7322
Union Mills,3,41.4929,-86.7763
Blooming Grove,3,41.3838,-74.148
Olivebridge (Olive),3,41.9037,-74.2518
Wappingers Falls (Wappinger),3,41.5893,-73.8979
Granville (Hebron),3,43.3196,-73.3849
Cedar Springs,3,43.2198,-85.5672
Watervliet,3,42.7332,-73.7034
Gamaliel,3,36.4327,-92.246
Falconer,3,42.1187,-79.1976
Clearwater Beach,3,27.9674,-82.8267
Saltillo,3,34.4113,-88.7483
Saint Johnsbury (St Johnsbury),3,44.3983,-72.0252
Becker,3,45.4838,-93.8485
Lebanon (Swatara Township),3,40.266,-76.841
Wilmette,3,42.0703,-87.7304
Rhinelander (Pelican),3,45.6477,-89.4091
Gordonsville,3,36.2026,-86.0772
Effingham (county),3,32.2887,-81.2309
Ransomville,3,43.2629,-78.9526
Costilla,3,36.9145,-105.46
Berrien Springs,3,41.9658,-86.3798
Fort Belvoir,3,38.7063,-77.1468
Colonial Beach,3,38.2587,-76.9761
Riley (county),3,39.1823,-96.4363
Brattleboro (Guilford),3,42.8222,-72.5884
Carver County,3,44.8254,-93.7841
Rockfield,3,36.9344,-86.5778
Duff,3,36.4959,-84.0636
Oronogo,3,37.2518,-94.4797
Ocean Isle Beach,3,33.9031,-78.443
Vestal,3,42.0653,-75.9616
Stewart (county),3,36.4794,-87.8509
Romeo (Bruce Township),3,42.8314,-83.0202
Havana,3,30.6156,-84.4152
Taliaferro (county),3,33.5298,-82.9081
Winfall,3,36.2171,-76.4633
Manitowoc (county),3,44.0855,-87.669
Pinedale,3,36.8408,-119.799
Mountainside,3,40.6789,-74.357
Goodview,3,37.1722,-79.696
Crystal Falls,3,46.0998,-88.3153
Roebling,3,40.1097,-74.7772
Saint Helens (St Helens),3,45.8594,-122.842
Fort Scott,3,37.8196,-94.6872
Suwanee (Johns Creek),3,34.0026,-84.2077
Columbus (Worthington),3,40.0913,-83.0352
Eagle,3,64.7892,-141.203
South Lyon,3,42.4905,-83.6532
Fisher,3,47.8029,-96.8145
Waldo,3,33.355,-93.3006
Candor,3,42.1898,-76.4112
Newberg,3,45.2995,-122.979
Willow Grove,3,40.1477,-75.119
New Baltimore (Chesterfield),3,42.6767,-82.8317
Haledon,3,40.9309,-74.1897
Virgie,3,37.3297,-82.6311
Howland,3,45.241,-68.6567
Depue,3,41.3268,-89.2912
Brewster (Southeast),3,41.3933,-73.5947
Michigan City (Town Of Pines),3,41.6912,-86.8991
Early,3,31.7416,-98.9493
Barnum,3,46.5345,-92.6323
Stone Lake,3,45.8512,-91.5414
Botetourt County,3,37.5775,-79.7848
Trapper Creek,3,62.228,-150.461
Patrick Springs,3,36.6812,-80.1288
Wilkesboro,3,36.1461,-81.1607
Pinellas County,3,27.8569,-82.7635
Warriors Mark,3,40.6976,-78.1433
Sault Sainte Marie,3,46.4913,-84.3761
Frankenmuth,3,43.3331,-83.7454
Ottawa County,3,42.953,-86.0937
Pevely,3,38.2827,-90.3929
Ingham County,3,42.6469,-84.3542
Odebolt,3,42.3122,-95.2583
Bayard,3,32.7607,-108.134
Spokane Valley,3,47.656,-117.248
Bergen,3,43.0813,-77.9353
Coarsegold,3,37.2312,-119.728
Mount Holly (Westampton),3,40.0144,-74.8596
Utah (county),3,40.2655,-111.658
King (county),3,47.5073,-122.325
Auburn (Owasco),3,42.879,-76.4666
Coffee County,3,31.4395,-82.8879
Rolling Prairie,3,41.7238,-86.6233
Esopus,3,41.8694,-73.972
Pineview,3,32.1101,-83.5
Gloucester City (Brooklawn),3,39.8793,-75.1184
Virginia,3,47.5231,-92.5387
Six Mile Run,3,40.168,-78.1797
Tafton,3,41.3886,-75.1808
Mont Alto,3,39.8431,-77.562
Green Brook,3,40.5863,-74.5097
Round Lake (Round Lake Beach),3,42.3714,-88.1123
Mocksville,3,35.9165,-80.5682
La Crescent,3,43.7916,-91.3034
Overbrook,3,34.0275,-97.1545
Cincinnati (Newtown),3,39.1019,-84.5518
Kalispell (Evergreen),3,48.22,-114.28
Bryans Road,3,38.6318,-77.0628
Naylor,3,30.9489,-83.0572
Cascade Locks,3,45.6909,-121.837
Mc Cordsville (Mccordsville),3,39.8811,-85.9339
Sunland Park,3,31.8017,-106.544
Setauket,3,40.9273,-73.0865
Redwood City (Woodside),3,37.363,-122.256
Swedesboro (Woolwich Township),3,39.7409,-75.3327
Los Alamos,3,35.8773,-106.253
Maspeth,3,40.7315,-73.8999
Laporte County,3,41.6854,-86.795
New Carlisle (Hudson Lake),3,41.7073,-86.5508
Saint Petersburg ,3,27.7953,-82.6467
Bellmore,3,40.6775,-73.5244
Rittman,3,40.9832,-81.7807
Rockdale (county),3,33.6147,-84.0464
Crimora,3,38.1571,-78.8393
Simsbury,3,41.8363,-72.808
Alburgh,3,44.9637,-73.2809
Montgomery County (county),3,39.105,-77.1905
Fort Smith ,3,35.4036,-94.3686
Sanibel,3,26.4371,-82.0745
Snohomish County,3,48.033,-121.834
Spring Hope,3,35.9457,-78.1113
Sturgeon Bay,3,44.8349,-87.396
Atascadero,3,35.4902,-120.673
Irondequoit,3,43.2031,-77.5552
Maurice,3,30.1064,-92.0898
Cortlandt Manor,3,41.2924,-73.855
Brogue,3,39.8987,-76.4503
North Salt Lake,3,40.8482,-111.936
Rochelle Park,3,40.8938,-74.0716
Leesburg (Sand Rock),3,34.1886,-85.7624
York (West Manchester Twp),3,39.9256,-76.8177
Cincinnati (Hyde Park),3,39.1382,-84.4402
New Palestine,3,39.7376,-85.9102
Holtville,3,32.8201,-115.376
Towns (county),3,34.9087,-83.7253
Rock Springs,3,41.6347,-109.255
Livingston (county),3,40.8789,-88.6294
Scranton (Dunmore),3,41.4146,-75.6354
Arroyo Grande,3,35.1185,-120.605
Fort Ann,3,43.4142,-73.4879
Corte Madera,3,37.9348,-122.516
Kirkwood (Colerain),3,39.8603,-76.069
Catoosa (county),3,34.9582,-85.2435
Martell,3,40.6558,-96.8279
Edgemoor,3,34.8057,-81.0115
Sneads Ferry,3,34.5358,-77.466
Dickson City,3,41.4714,-75.6076
Society Hill,3,34.5126,-79.8508
Athol,3,47.9369,-116.708
Forest Hill,3,39.5733,-76.3616
Waller,3,30.0794,-95.9217
Saint Clair,3,40.7195,-76.198
Marysville (Linda),3,39.125,-121.56
Mullica Hill (Harrison Township),3,39.7421,-75.2252
Tampa (Carrollwood),3,28.0433,-82.5049
Hansford,3,38.2069,-81.3794
Van Buren County,3,42.0922,-86.0744
Plymouth Meeting,3,40.1373,-75.3009
Springer,3,34.3162,-97.1445
Calabash,3,33.9219,-78.5552
Stowe Township,3,40.4834,-80.0731
Mt. Pleasant,3,33.1871,-94.9788
Baldwinsville,3,43.1477,-76.2969
Elliott,3,41.1475,-95.1596
Seale,3,32.3316,-85.1544
Eldred,3,41.9198,-78.3755
Jaffrey,3,42.8158,-72.0213
Happy Valley,3,59.9352,-151.738
Wapakoneta,3,40.6025,-84.2457
Huntingtown,3,38.645,-76.6253
West Long Branch,3,40.3013,-74.0205
Beaverdam,3,37.9391,-77.6522
Nancy,3,37.0678,-84.7028
Hinesburg,3,44.3273,-73.0721
Oakland Gardens,3,40.738,-73.7429
Medford (Gordon Heights),3,40.8645,-72.9747
New Brockton,3,31.4092,-85.8849
Mille Lacs (county),3,45.6279,-93.6352
Gillisonville,3,32.4887,-80.9682
Enon Valley,3,40.8548,-80.457
Warm Springs,3,44.7646,-121.266
Dade City (Ridge Manor),3,28.4802,-82.1723
Ortonville,3,42.8529,-83.435
Sultan,3,47.8622,-121.817
Cambria,3,37.7822,-89.1212
Fresno (Calwa),3,36.6416,-119.764
Columbia (Forest Acres),3,34.0209,-80.9734
LeFlore (county),3,34.5758,-93.1685
Red Hook,3,41.9873,-73.8811
Wardsboro,3,43.041,-72.7898
Luttrell,3,36.2113,-83.7658
South Dennis,3,41.6847,-70.1442
Yavapai (county),3,34.366,-111.675
Tununak,3,60.6043,-164.76
Boulder Creek,3,37.1766,-122.075
Bandera (county),3,29.6484,-98.9864
Belle Fourche,3,44.6659,-103.851
Whitmire,3,34.5157,-81.5891
Downingtown,3,40.0485,-75.6999
Easton (Williams Township),3,40.6686,-75.2135
Harrah,3,35.4868,-97.168
Gulfport ,3,30.4309,-89.0312
Mount Juliet (Mt Juliet),3,36.1585,-86.6402
Mountain Pine,3,34.6017,-93.1409
Gallatin (county),3,45.6805,-111.019
Underwood,3,41.3869,-95.6767
Lansdowne,3,39.9404,-75.2597
Lonoke (county),3,34.8851,-91.8746
Mariposa (county),3,37.4788,-119.9
Natrona,3,43.413,-106.249
Acushnet,3,41.6842,-70.9107
Melvin,3,40.5672,-88.2494
Clarks Summit,3,41.4887,-75.7085
Miller Place,3,40.9412,-72.9715
Dimmitt,3,34.5532,-102.314
New Providence (Providence),3,39.927,-76.2121
Nine Mile Falls,3,47.8602,-117.646
Seville,3,41.0254,-81.8682
Watson,3,45.0086,-95.8004
Welch,3,37.4321,-81.5775
Oxford (county),3,45.0806,-70.9125
Centre Hall,3,40.8656,-77.6552
Scottsboro,3,34.6516,-86.0358
Chelan Falls,3,47.8006,-119.985
Tulalip,3,48.0748,-122.268
Angelina (county),3,31.3525,-94.7523
Alpaugh,3,35.8895,-119.485
Louisville (Saint Matthews),3,38.2543,-85.6565
Point,3,33.0079,-95.717
Webster Springs,3,38.4525,-80.4232
Hardin,3,45.731,-107.617
Dunstable,3,42.6878,-71.4784
Scituate,3,42.2209,-70.7884
Coalgate,3,34.3409,-96.106
Coshocton (county),3,40.2683,-81.8623
Niagara,3,43.1185,-78.5916
Guntown,3,34.3989,-88.592
Hollis Center,3,43.6531,-70.6646
Des Peres,3,38.6036,-90.4442
White Township,3,40.6532,-79.1248
McCracken (county),3,37.0306,-88.5756
Lake Ronkonkoma,3,40.8293,-73.0953
Dequincy,3,30.4497,-93.4148
La Palma,3,33.8416,-118.037
Grottoes,3,38.2736,-78.8188
Powderly,3,37.2428,-87.1634
Bellmore (North Bellmore),3,40.6849,-73.5417
Madill (Oakland),3,34.1013,-96.7925
Waterville (Winslow),3,44.5419,-69.6169
Kailua Kona (Kailua-Kona),3,19.7935,-155.871
Laguna Niguel,3,33.5189,-117.687
Hazleton (Hazle Township),3,40.9899,-76.0085
Malaga,3,39.5717,-75.054
Newberry County,3,34.3091,-81.6035
Washington (Washington Township),3,42.7175,-83.0629
Thurmont,3,39.6322,-77.4071
Dennis Port,3,41.6584,-70.1286
Soda Springs,3,42.6547,-111.612
Point Pleasant,3,38.8399,-82.1261
Chatfield,3,43.8507,-92.1853
Katonah,3,41.2485,-73.7428
Middleport,3,39.0149,-82.074
Crisfield,3,37.9962,-75.8392
West Palm Beach (Mangonia Park),3,26.6832,-80.0737
Dayton (Washington Township),3,39.6558,-84.1358
Fort Mc Coy (Fort McCoy),3,29.3201,-81.9226
Hoosick,3,42.8495,-73.3439
Rutledge,3,36.2758,-83.491
Bigfork,3,48.0903,-113.948
Waimanalo,3,21.3519,-157.724
Zavalla,3,31.1541,-94.3815
Meredith,3,43.6703,-71.5015
Gustine (Santa Nella),3,37.0963,-121.018
Cleveland (Bratenahl),3,41.4901,-81.6697
Gulf Shores ,3,30.289,-87.6852
Wexford (county),3,44.4035,-85.4595
King Of Prussia,3,40.0855,-75.3959
Van Wert,3,40.8677,-84.5759
Minturn,3,39.5867,-106.43
Blountstown,3,30.4248,-85.0749
Granite City (Pontoon Beach),3,38.7317,-90.0836
Platteville,3,42.7437,-90.48
Lagrange (county),3,41.6402,-85.2771
Silverdale,3,47.6505,-122.677
Van Zandt County,3,32.5648,-95.6006
Brazoria (county),3,29.5527,-95.3548
Sparks Glencoe (Sparks),3,39.5112,-76.6414
Shoshone County,3,47.1747,-115.91
Culver City,3,33.9823,-118.384
Port Allegany,3,41.8578,-78.2417
Iliamna (Kokhanok),3,59.6133,-155.276
Winnie,3,29.8133,-94.3753
Cochecton,3,41.7126,-74.9539
Webb City,3,37.1866,-94.5269
Hermantown,3,46.7893,-92.1748
Rosalia,3,37.8103,-96.6197
Oconee County,3,33.8349,-83.4231
West Terre Haute,3,39.4664,-87.4498
Minford,3,38.9353,-82.8416
Opa Locka (Opa-locka),3,25.9023,-80.2503
Avella,3,40.3094,-80.5027
Natrona Heights,3,40.6181,-79.7284
Lovelock,3,40.2351,-118.426
Westernport,3,39.4837,-79.0455
Trumansburg,3,42.5695,-76.6722
Wyoming (county),3,37.4676,-81.3748
Soddy Daisy (Soddy-Daisy),3,35.2389,-85.1514
Holdingford,3,45.7461,-94.3925
Bridgeton (Fairfield Twp),3,39.4245,-75.1931
Comanche (county),3,34.6152,-98.4557
Pilot Station,3,61.6809,-163.184
Moyock,3,36.4933,-76.1964
Midland City,3,31.4103,-85.4635
Tippecanoe (county),3,40.4509,-86.9292
Pemiscot (county),3,36.2338,-89.8131
Woodland Park,3,38.981,-105.056
Parrottsville,3,36.0098,-83.1203
Dunseith,3,48.8864,-100.111
Arivaca,3,31.6168,-111.303
West Warwick,3,41.7226,-71.499
Big Sur,3,36.7495,-121.768
Millbury,3,41.5617,-83.4346
Golden Meadow,3,29.3979,-90.2742
Calhan,3,38.8963,-104.259
Clinton Township (Charter Township Of Clinton),3,42.554,-82.9303
Ashtabula (county),3,41.87,-80.7979
College Point,3,40.7865,-73.838
Okeechobee (county),3,27.209,-80.8203
Mount Hermon,3,30.9193,-90.2855
Maple Grove,3,45.1176,-93.4524
Wautoma,3,44.1192,-89.3752
Edwardsburg,3,41.8046,-86.0375
Snohomish (county),3,47.8385,-122.25
Turbeville,3,33.88,-80.0094
Springfield Gardens,3,40.664,-73.7513
Channahon,3,41.4301,-88.195
Spearfish,3,44.4917,-103.854
Upper Marlboro (Glenarden),3,38.8159,-76.7497
North Fork,3,37.2096,-119.543
Arverne,3,40.5962,-73.7849
Fordsville,3,37.5906,-86.747
Chili,3,43.0766,-77.7681
Riverbank,3,37.7264,-120.946
Wister,3,35.0147,-94.7698
Hereford,3,31.4382,-110.156
Saint George (St George),3,33.1951,-80.6085
Colbert (county),3,34.6879,-87.7152
Clute,3,29.0246,-95.4089
Elkmont,3,34.9178,-86.9088
Middletown (Liberty Township),3,39.3714,-84.3913
Oak City,3,35.9363,-77.3122
Cleveland (Brooklyn),3,41.4261,-81.7204
Lake Isabella,3,35.6147,-118.476
Bandon,3,43.1519,-124.392
Landis,3,35.5496,-80.6131
Multnomah County,3,45.467,-122.538
Pawling,3,41.5723,-73.5939
Larimer County,3,40.3938,-104.945
Angier,3,35.4668,-78.7109
Rosebud,3,43.2681,-100.737
Stony Creek,3,43.4061,-74.0736
Red Lake,3,47.876,-95.0229
Maineville,3,39.3408,-84.2428
Manton,3,40.4331,-121.845
Lincolnwood (Chi),3,42.0045,-87.7301
Waseca,3,44.9228,-93.0943
Daytona Beach ,3,29.2084,-81.0377
Widener,3,35.0227,-90.6845
Santa Cruz County,3,36.9072,-121.775
North Clarendon (Clarendon),3,43.5516,-73.0086
Federalsburg,3,38.6706,-75.7578
Valencia County,3,34.7458,-106.779
Agua Fria,3,35.672,-105.987
Buffalo (West Seneca),3,42.9946,-78.808
South Elgin,3,41.9884,-88.299
Blakeslee,3,41.0663,-75.5605
Panora,3,41.7317,-94.3345
Agate,3,39.463,-103.938
Hickory Hills,3,41.7182,-87.808
Skagit (county),3,48.5302,-122.211
Ferris,3,32.5278,-96.6529
Curtis Bay,3,39.226,-76.5885
Kaufman,3,32.5696,-96.3076
Southport (Boiling Spring Lakes),3,34.0175,-78.05
Cerrillos (Madrid),3,35.3905,-106.172
Wood County,3,32.7176,-95.1921
Lemoyne (Wormleysburg),3,40.2203,-76.8222
Binghamton (Dickinson),3,42.1233,-75.87
Bardwell,3,36.8667,-89.0017
Peshtigo,3,45.1189,-87.8871
Denver (Lakewood),3,39.7433,-105.063
Pacific Grove,3,36.6231,-121.921
Buttonwillow,3,35.4423,-119.457
Long Prairie,3,45.9651,-94.8619
Syracuse (Solvay),3,43.054,-76.2355
Cowley (county),3,37.1283,-97.1131
South Vienna,3,39.9366,-83.5775
Robert,3,30.5227,-90.3455
Hialeah (Hialeah Gardens),3,25.8641,-80.3298
Port Byron,3,43.0777,-76.6501
Bossier Parish (county),3,32.7551,-93.6623
Canadensis,3,41.201,-75.3996
Bartonsville,3,41.0013,-75.2714
Alexandria (Franconia),3,38.7871,-77.1345
Buckland,3,65.8424,-160.704
Centerton,3,36.3554,-94.2902
Demotte,3,41.1518,-87.2304
Montegut,3,29.4732,-90.5531
Pittston (Avoca),3,41.3354,-75.7288
Sturgeon Lake,3,46.3825,-92.805
Lake Oswego,3,45.4314,-122.703
Troy (Lansingburg),3,42.7564,-73.681
New Haven (Fair Haven),3,41.316,-72.8975
Ridley Park,3,39.8797,-75.3262
Alcorn (county),3,34.8837,-88.44
Enderlin,3,46.6262,-97.6055
Preston (county),3,39.359,-79.8254
Underhill,3,44.5935,-72.9335
Petrolia,3,40.2973,-124.321
Aromas,3,36.8774,-121.663
Nichols Hills,3,35.5497,-97.5302
Ft Mitchell (Fort Mitchell),3,39.053,-84.567
Centereach,3,40.8807,-72.9548
Belle Chasse,3,29.833,-90.0589
Calvert City,3,37.0008,-88.3859
Canyon Country,3,34.41,-118.458
Crow Agency,3,45.6431,-107.468
Saint Louis (Sappington),3,38.5241,-90.362
Carlton (county),3,46.7217,-92.4647
South Royalton (Royalton),3,43.8336,-72.532
Gallipolis,3,38.8094,-82.2148
Lykens,3,40.5681,-76.7036
Richland Center,3,43.3067,-90.4091
Hazle Township,3,40.9582,-75.9747
Fort Myers (Tice),3,26.6693,-81.8123
Springettsbury Township,3,39.9741,-76.6759
Clark,3,40.6157,-74.337
Annville,3,40.2589,-76.5161
Olanta,3,33.9413,-79.9298
Harwich Port (Harwichport),3,41.6678,-70.0721
Hale County,3,34.1065,-101.889
Boutte,3,29.8972,-90.3933
Chimayo,3,35.9919,-105.939
Livingston County,3,42.7577,-77.8367
Union Parish,3,32.8212,-92.6487
Mattawa (Desert Aire),3,46.688,-119.927
Rainier Valley,3,47.5361,-122.275
Tremont,3,40.6327,-76.392
Washtenaw County,3,42.2533,-83.6563
Rolling Meadows,3,42.0591,-88.0112
Corryton,3,36.1333,-83.8191
Priest River,3,48.1669,-116.919
South Saint Paul,3,44.8736,-93.0438
Riegelwood,3,34.3448,-78.2552
Reading (Wyomissing),3,40.3295,-75.9674
South Glens Falls,3,43.2883,-73.6338
Brantley,3,31.6119,-86.2976
Bremond (Hammond),3,31.1588,-96.6837
Southwick,3,42.0862,-72.8129
Dummerston,3,42.9019,-72.6734
Weber County,3,41.2442,-111.958
Carlyle,3,38.5729,-89.3961
Bernalillo,3,35.0111,-106.646
Orono,3,44.8963,-68.657
Gallipolis Ferry,3,38.7732,-82.1993
Ferrum,3,36.8802,-80.0085
Parksville,3,41.8589,-74.735
East Granby,3,41.9138,-72.7402
Yuba County,3,39.1311,-121.544
Farmington (Chesterville),3,44.6586,-70.1234
Maple Hill,3,34.6668,-77.6666
Belchertown,3,42.3093,-72.4065
Carteret (county),3,34.7635,-76.8789
Huron County,3,43.9467,-82.821
Ghent,3,37.6065,-81.1503
Brookport,3,37.1254,-88.634
Chireno,3,31.4965,-94.3513
Rutland (Mendon),3,43.6005,-72.9071
Poca,3,38.4713,-81.7822
Milltown,3,39.716,-75.6732
White Oak,3,34.7557,-78.7478
Ionia (county),3,43.1049,-85.107
Giles County,3,35.0359,-87.1644
Spring Valley (Chestnut Ridge),3,41.1127,-74.0446
Houlton (Littleton),3,46.1224,-67.8654
Ellsworth (county),3,38.7394,-98.2267
Red Bay,3,34.5165,-87.7747
Dahlgren,3,38.3276,-77.0408
Ijamsville,3,39.3071,-77.3005
Wittenberg,3,44.8239,-89.1624
Hartwell,3,34.263,-82.9901
Brookings (county),3,44.3024,-96.7893
Pojoaque,3,35.8838,-106.014
Saint Croix (county),3,44.9417,-92.5089
Zeigler,3,37.8924,-89.0595
Nome,3,64.5099,-165.444
Salt Rock,3,38.3424,-82.2667
Seeley,3,32.7923,-115.693
Suffern,3,41.1142,-74.1518
Homeland,3,33.7577,-117.094
Henryville,3,38.5426,-85.771
Boyd County,3,38.4528,-82.6915
Catoosa County,3,34.8982,-85.1479
Mount Orab,3,38.9961,-83.9994
Dover (Leipsic),3,39.2385,-75.5143
Dougherty (county),3,31.5483,-84.0954
Dyer (county),3,35.969,-89.3918
West Hills,3,34.1933,-118.626
Hollywood ,3,26.0249,-80.2103
Pittston (Exeter),3,41.3169,-75.8279
Grabill,3,41.2126,-84.9659
Stoystown,3,40.0887,-78.9593
Cleveland (Mayfield Village),3,41.491,-81.4862
Saint Paul (West Saint Paul),3,44.9196,-93.0765
Wind Gap,3,40.8383,-75.317
Masontown,3,39.8412,-79.9071
Lumberport,3,39.3815,-80.3691
Saint Landry,3,30.8933,-92.2978
Lonoke County,3,34.7592,-91.9099
Roselle Park,3,40.6643,-74.2758
Mountain Rest,3,34.8069,-83.1388
Millbrae,3,37.6003,-122.392
Gaines (county),3,32.7039,-102.563
Mahoning (county),3,41.0298,-80.6649
Cabarrus (county),3,35.4076,-80.7134
Crivitz,3,45.2341,-88.1659
Hall (county),3,34.3435,-83.9096
Broxton,3,31.6481,-82.8873
Sloughhouse,3,38.4318,-121.062
Scotrun,3,41.0679,-75.3868
Gering,3,41.8208,-103.658
La Puente (Bassett),3,34.0417,-117.992
