cities,killed,latitude,longitude
Minneapolis (Crystal),2,45.0494,-93.3472
San Leon,2,29.4909,-94.9578
Beaumont (Cherry Valley),2,33.9915,-116.964
Rosemount,2,44.7147,-93.189
Panther,2,37.484,-81.8983
Minnetonka,2,44.975,-93.4228
Boaz,2,34.1748,-86.1652
Williams,2,35.2541,-112.189
Lemon Grove,2,32.7282,-117.016
Paso Robles,2,35.6611,-120.603
Maiden,2,35.5767,-81.263
Savannah (Garden City),2,32.0997,-81.149
Gardiner,2,44.2299,-69.7778
Hallandale Beach,2,25.9869,-80.1405
Kannapolis,2,35.4991,-80.6523
Coram,2,40.8742,-72.9886
Mojave,2,35.0477,-118.172
La Jolla,2,32.8877,-117.253
Valencia,2,40.7244,-79.9658
Montville,2,41.4289,-72.2173
Gadsden (Glencoe),2,34.0143,-86.0066
Dayton (West Carrollton),2,39.6687,-84.2434
Morton,2,33.7216,-102.758
Pittsburgh (Crafton),2,40.4342,-80.0637
Caryville,2,30.7916,-85.807
Christmas,2,28.5368,-81.0133
Minneapolis (Bloomington),2,44.8085,-93.3434
Winterville,2,35.5602,-77.4119
Fairborn,2,39.7771,-84.0555
Washoe County,2,39.3799,-119.723
Cisco,2,32.4138,-98.95
Keizer,2,45,-123.027
Fort Riley,2,39.0855,-96.8026
Lizella,2,32.7951,-83.7925
House Springs,2,38.404,-90.5597
Searcy (county),2,35.9136,-92.6198
Horseheads,2,42.1911,-76.7967
Rockport,2,29.8776,-98.2996
Poulsbo,2,47.7415,-122.638
Crenshaw (county),2,31.7652,-86.1925
Cedarville,2,39.727,-83.8402
Fostoria,2,41.1566,-83.4113
Lake Stevens,2,48.073,-122.076
Lake Mary,2,28.7555,-81.3597
Torrington,2,41.8083,-73.1236
Miller (county),2,33.2517,-93.7478
Houston County,2,31.2624,-85.3753
Clarendon,2,34.2342,-78.8094
Sloatsburg,2,41.1713,-74.1877
Judsonia,2,35.269,-91.6785
Roxbury,2,42.3236,-71.098
Boyertown,2,40.3451,-75.6681
Three Forks,2,45.9217,-111.596
Cross Lanes,2,38.4279,-81.7699
East Haven,2,41.2812,-72.8749
Sebastopol,2,32.5731,-89.3352
Catawba County,2,35.8096,-81.1704
Atlantic,2,37.9121,-75.5374
Delaware (county),2,36.6021,-94.7633
Clewiston,2,26.7543,-80.9213
Mount Gilead,2,35.2957,-79.9605
Humboldt,2,35.825,-88.9115
Fruita,2,39.139,-108.701
Rockingham,2,34.9155,-79.7972
New Orleans (Jefferson),2,29.9685,-90.1569
Kasilof,2,60.33,-151.289
Ogallala,2,41.1996,-101.665
Perry (county),2,32.8029,-87.3009
Broussard,2,30.1543,-91.9597
Rockbridge (county),2,37.7555,-79.3491
Burns,2,35.9965,-87.2666
Whitehouse,2,32.2496,-95.25
Shingle Springs,2,38.6658,-120.926
Mountlake Terrace,2,47.7966,-122.301
Bermuda Dunes,2,33.7465,-116.286
Nocona,2,33.7904,-97.728
Cheshire,2,41.5077,-72.8999
Dyer,2,41.4719,-87.5184
Cutler,2,44.6979,-67.2996
Royalton,2,43.8177,-72.5427
Crawford County,2,32.688,-84.0059
Hayden,2,33.8759,-86.882
Edenton,2,36.0744,-76.6013
Ennis,2,45.3488,-111.728
Gwinnett (county),2,33.908,-84.183
Annandale,2,45.2431,-94.1377
Drexel Hill,2,39.9519,-75.2823
Wewoka,2,35.1515,-96.4963
Birmingham (Forestdale),2,33.5572,-86.8903
Midway,2,37.7198,-81.2229
Creek (county),2,35.9981,-96.1245
Three Rivers,2,41.9797,-85.728
Windham,2,41.2546,-81.1165
Old Town,2,29.656,-82.9895
Yorktown,2,37.2014,-76.5033
Delta Junction,2,63.0578,-145.748
Dyersburg,2,36.043,-89.3858
Charlo,2,47.4426,-114.05
Sumner,2,44.3951,-70.3859
Calera,2,33.1469,-86.7474
Marked Tree,2,35.5327,-90.4086
Kentwood,2,30.9272,-90.5224
Seattle (Shoreline),2,47.743,-122.35
Hazard,2,37.2433,-83.1811
Valliant,2,34.0049,-95.0878
Janesville,2,42.6012,-89.0268
Gladewater,2,32.575,-94.9102
Windsor Locks,2,41.9243,-72.6454
Kaplan,2,30.0076,-92.284
Reedsburg,2,43.5432,-89.9845
Satellite Beach (Indian Harbour Beach),2,28.1416,-80.5853
Floyd (county),2,34.3334,-85.074
Palatine,2,42.1319,-88.024
Redwood City,2,37.4867,-122.225
Lebec,2,34.8435,-118.872
Rose Bud,2,35.3308,-91.9691
Pioneer,2,41.6723,-84.5543
Anthony,2,31.9992,-106.583
Wilton,2,44.5929,-70.2281
Upper Marlboro (Springdale),2,38.9311,-76.8271
Kellyville,2,35.9183,-96.228
Oak Island,2,33.9041,-78.0809
Sparks (Spanish Springs),2,39.6653,-119.723
Okmulgee (county),2,35.5365,-96.0421
George West,2,28.3253,-98.1134
Mount Sidney,2,38.2533,-78.9527
Maryneal,2,32.180499,-100.424987
Tooele,2,40.6673,-112.263
Affton,2,38.5504,-90.3077
Rimrock,2,33.6625,-112.147
Lenox Township,2,42.7713,-82.8337
Effingham,2,34.1504,-79.8203
Montpelier,2,44.2605,-72.5853
Campobello,2,35.0915,-82.1502
Cave Creek,2,33.7557,-111.991
Gallion,2,32.4606,-87.7922
Latrobe,2,40.3169,-79.3835
Hazel Green,2,34.9322,-86.5541
Foxboro,2,42.0698,-71.1965
Schenectady (Rotterdam),2,42.7852,-73.9611
Minneapolis (Fridley),2,45.1111,-93.2636
Richardson,2,32.9607,-96.7282
Cedar Park,2,30.5296,-97.7814
Altheimer,2,34.3192,-91.8456
Tatum,2,32.3248,-94.5349
Poway,2,32.9651,-117.062
Planada,2,37.2938,-120.321
Braidwood,2,41.2664,-88.2199
Emeryville,2,37.8353,-122.293
Malheur County,2,44.0503,-117.008
Jamaica Beach,2,29.1848,-94.9785
Chandler (Sun Lakes),2,33.3227,-111.874
Hocking County,2,39.4993,-82.5683
Cookville,2,33.249,-94.8374
Montrose,2,38.481,-107.861
La Canada Flintridge (La Cañada Flintridge),2,34.2053,-118.183
Fredericksburg (Enon),2,38.3656,-77.4923
Roxbury Township,2,40.9122,-74.6539
Louisville (Anchorage),2,38.2664,-85.5503
Mammoth,2,32.7169,-110.638
Shoemakersville,2,40.4987,-75.9592
Oil City,2,32.7417,-94.0011
Colfax Township,2,43.6784,-85.3756
Casselberry,2,28.6903,-81.3203
Parker City,2,40.1923,-85.1979
Houston (Nassau Bay),2,29.5441,-95.0958
Hughesville,2,38.5215,-76.7671
Poland (Russia),2,43.2577,-75.0804
Morganfield (Boxville),2,37.6056,-87.8189
Sylmar (Lake View Terrace),2,34.2831,-118.399
Pemberton,2,39.9441,-74.5546
Sand Gap,2,37.4833,-84.084
Bottineau (county),2,48.9089,-101.019
Ironwood,2,46.4566,-90.1304
Los Angeles (Baldwin Hills),2,34.0149,-118.354
Swifton,2,35.8282,-91.1253
Brattleboro,2,42.8522,-72.5629
Pocatello (Chubbuck),2,42.9083,-112.466
Onley,2,37.6875,-75.7149
Loudoun (county),2,38.9186,-77.557
Burwell,2,41.7845,-99.1323
Plains,2,31.99,-84.3944
Guildhall (Maidstone),2,44.5649,-71.5921
Marshall County,2,34.3652,-86.3377
Altamont,2,35.4241,-85.7135
Urania,2,31.8638,-92.2909
West Finley,2,40.0721,-80.473
Fieldbrook,2,40.9601,-124.034
East Canton,2,40.7394,-81.2682
Montezuma,2,32.2893,-84.0282
Killbuck,2,40.525,-81.9889
Schererville,2,41.4898,-87.4587
Faulkner County,2,35.0486,-92.3946
Fort Worth (Benbrook),2,32.6817,-97.4577
Greenville (Adamsville),2,38.266,-112.729
Hedwig Village,2,29.7822,-95.5006
Tuckerton (Little Egg Harbor),2,39.5931,-74.3587
Omer,2,44.0698,-83.9768
Toone,2,35.3435,-88.9487
Pickett County,2,36.5541,-85.1479
Loves Park,2,42.3162,-89.0488
Northwood,2,41.6172,-83.5347
Lindon,2,40.3318,-111.744
Grovespring,2,37.5184,-92.635
Baytown (Beach City),2,29.7052,-94.8599
Abbott,2,31.882,-97.0824
Hamilton (Saint Clair),2,39.4492,-84.5173
Voorhees,2,39.8529,-74.994
Mount Sterling,2,38.0562,-83.9375
Malabar,2,28.019,-80.6041
Duquesne,2,40.374,-79.8505
Ione,2,38.2619,-120.963
Sand Lake,2,43.3234,-85.5768
Morning View,2,38.8309,-84.4585
West Melbourne,2,28.0846,-80.6942
Annapolis Junction,2,39.1304,-76.7941
Sausalito,2,37.8556,-122.484
Red Valley,2,36.604,-109.06
Cleone,2,39.4956,-123.783
Arrowbear,2,34.2107,-117.084
Blairstown,2,41.0043,-74.9743
Sneedville,2,36.5603,-83.2139
Marinette,2,45.1,-87.723
Saltville,2,36.8905,-81.7561
Nuevo (Lakeview),2,33.837,-117.124
Manning,2,33.6555,-80.2126
Blackwood (Turnersville),2,39.765,-75.0483
Garyville,2,30.057,-90.6165
Rice,2,45.7298,-94.192
Gowen,2,43.232,-85.349
Salt Lake City (Kearns),2,40.7675,-112.013
Berrien,2,42.0138,-86.4632
Theresa,2,44.1665,-75.7936
Quartzsite,2,33.6632,-114.233
Potomac,2,39.0512,-77.2441
Saint Louis (Shrewsbury),2,38.5861,-90.3355
Baldwin (county),2,30.8326,-87.8544
Cloquet,2,46.7217,-92.4648
Garden Valley,2,44.4581,-90.9899
Galt,2,38.272,-121.302
Umpqua,2,43.4351,-123.561
Assumption Parish,2,29.9233,-91.0969
Frayser,2,35.2038,-90.0467
Dale (Lytton Springs),2,29.9996,-97.5893
Brenham,2,30.1434,-96.3973
Mount Gretna,2,40.2476,-76.4723
Tupper Lake,2,44.2333,-74.4454
Walkertown,2,36.1624,-80.1598
Flagler Beach,2,29.4742,-81.1268
Richland,2,32.2176,-90.1212
Diamond Point,2,43.4939,-73.6817
Gibsonburg,2,41.3858,-83.3291
Glencoe,2,40.0129,-80.8788
Beacon,2,41.5051,-73.9651
Nanty Glo (Nanty-Glo),2,40.4723,-78.8333
Deane,2,37.244,-82.7616
Dilley,2,28.6805,-99.1873
Coal Center,2,40.0813,-79.8582
Keokuk,2,40.4129,-91.3927
Burtonsville,2,39.1037,-76.9391
Goodman,2,32.9688,-89.908
Canaan (North Canaan),2,42.0367,-73.2791
Rogersville,2,36.398,-83.0176
Eaton Rapids,2,42.4869,-84.7481
Sherman Oaks,2,34.1575,-118.438
Westmoreland (county),2,40.3008,-79.5393
East Millcreek,2,40.6907,-111.778
Bay View Gardens,2,40.8078,-89.5221
Arkdale (Big Flats),2,44.0273,-89.8878
Hayneville,2,32.1782,-86.6744
Lesage,2,38.55,-82.2837
Audubon,2,46.8597,-95.984
Vandergrift,2,40.6088,-79.5658
Dodge (county),2,41.5313,-96.4829
Danforth,2,40.8196,-87.9816
Willacoochee,2,31.3882,-83.0128
Little Elm,2,33.1826,-96.9041
Lenox (El Dorado),2,31.3562,-83.4982
Yellow Springs,2,39.8059,-83.9082
Green Bay (Bellevue),2,44.474,-87.9841
Silver Bow (county),2,46.0213,-112.732
Morton Grove,2,42.0427,-87.7788
Cranesville,2,41.9442,-80.34
Mc Donald,2,35.1211,-84.978
West Palm Beach (Singer Island),2,26.7881,-80.036
Reynolds (county),2,37.2142,-91.0416
Keyport,2,40.4479,-74.2303
Minneapolis (Brooklyn Park),2,45.0872,-93.3543
Fountain City,2,39.9573,-84.9187
Ekalaka,2,45.5677,-104.208
Simla,2,39.1426,-104.088
Hallwood,2,37.841,-75.5298
Burgettstown (Eldersville),2,40.3524,-80.3478
Indian Hills,2,39.642,-105.261
Live Oak (county),2,28.1519,-98.2812
Bicknell,2,38.7672,-87.3044
Sarver,2,40.7199,-79.7616
Prosper,2,33.2375,-96.7773
Murphys,2,38.1214,-120.496
Fort Gaines,2,31.612,-85.0462
Unicoi County (county),2,36.073,-82.5186
Springport,2,42.3493,-84.6428
Shady Side,2,38.8248,-76.5149
Trout Run,2,41.3966,-76.9949
Ellettsville,2,39.2595,-86.6347
Allison Park,2,40.5691,-79.9921
El Jebel,2,39.3899,-107.09
Crum Lynne,2,39.8724,-75.3375
Amite (Grangeville),2,30.7278,-90.5343
Page,2,36.9952,-111.487
Miami (Westchester),2,25.7597,-80.3289
Factoryville,2,41.5976,-75.7993
Tomball,2,30.0795,-95.6729
Weyauwega,2,44.374,-88.9574
Washington County,2,43.3933,-88.2461
Descanso,2,32.872,-116.633
North Wilkesboro,2,36.1681,-81.2167
Strykersville (Sheldon),2,42.6988,-78.448
South Farmingdale,2,40.723,-73.4558
Lumpkin County,2,34.5258,-83.9799
Hartford City,2,40.4495,-85.3662
Barto,2,40.4202,-75.6235
Broadview,2,41.8707,-87.8484
Panola,2,32.3653,-94.0827
Kings (county),2,36.2259,-119.601
Pueblo (county),2,38.2544,-104.607
Opa-locka,2,25.8933,-80.2526
Little River (county),2,33.6775,-94.1234
Fort Myers (San Carlos Park),2,26.4612,-81.8328
Harris,2,45.5699,-93.0629
Duffield,2,36.7018,-82.8381
Saint Michael,2,45.2178,-93.6353
Reed Point,2,45.8491,-109.577
Saint Paul (Shoreview),2,45.0532,-93.1205
Dillsburg,2,40.1126,-77.0403
Wasilla (Meadow Lake),2,61.6342,-149.523
Terrebonne (Crooked River Ranch),2,44.435,-121.306
St. Joseph (county),2,41.636,-86.2642
Trotwood,2,39.8052,-84.2663
Hyattsville (New Carrollton),2,38.9537,-76.8689
Derry,2,40.334,-79.2998
Clark (county),2,38.3126,-85.7178
Freestone County,2,31.6495,-96.2941
Litchfield (Harvey Township),2,45.2397,-94.5975
Beaver Dam,2,37.4208,-86.8367
Glenallen (Lorance Township),2,37.2928,-90.0105
Chagrin Falls,2,41.449353,-81.431436
Guffey,2,38.835374,-105.562124
Farmville,2,35.5879,-77.593
Nineveh (Princes Lakes),2,39.3519,-86.1145
Horatio,2,33.9453,-94.3611
Bartow County,2,34.1744,-84.8861
Bridgman,2,41.9429,-86.5624
Montfort,2,43.031263,-90.492475
Coryell County,2,31.4623,-97.742
Glen Saint Mary,2,30.2914,-82.1981
Scandia,2,45.253166,-92.837344
Isle Of Wight,2,37.0855,-76.6865
Dillwyn,2,37.6181,-78.4988
Belcourt,2,48.8047,-99.8055
Helendale,2,34.7439,-117.352
Matthews,2,35.1025,-80.7221
Fawn Grove,2,39.784476,-76.518286
Aurora (Ledyard),2,42.7309,-76.6419
Miller County,2,33.4443,-93.9645
West Plains,2,36.719,-91.8649
Highland (county),2,39.2027,-83.451
Lingle,2,42.1364,-104.346
Morgan City,2,29.6937,-91.2094
Great Bend,2,38.3617,-98.7988
Carmichaels,2,39.8803,-79.9263
Burton,2,43.0093,-83.6005
Belle Isle,2,28.4796,-81.3343
Cincinnati (Reading),2,39.216,-84.4451
Lamar,2,34.1587,-80.0594
North Bergen,2,40.7837,-74.0297
Westport,2,41.1333,-73.3295
Brookfield,2,43.0359,-88.1616
Mayfield Heights,2,41.5063,-81.4675
Bamberg,2,33.2959,-81.0434
Excelsior Springs,2,39.3301,-94.2355
Ely,2,39.2508,-114.876
Hurricane,2,38.3442,-82.0024
Little Mountain,2,34.206,-81.2698
Kodiak,2,57.8116,-152.342
Tacoma (Parkland),2,47.1183,-122.414
Hempfield,2,41.39,-80.3492
Mccalla,2,33.3487,-87.0142
San Bernardino (Muscoy),2,34.1155,-117.342
Citrus (county),2,28.8082,-82.333
Onigum,2,47.1199,-94.5109
Baton Rogue,2,30.3798,-91.1272
Carriere (Henleyfield),2,30.6745,-89.7644
Lead Hill,2,36.3968,-92.9654
Coatesville (Valley Twp),2,39.982,-75.8425
Ben Bolt,2,27.7519,-98.0694
Provo,2,40.2348,-111.664
Grulla (La Grulla),2,26.2787,-98.6457
Talkeetna,2,62.1755,-149.9
Indian Wells,2,33.7129,-116.314
Ponce de Leon,2,30.7478,-85.9728
Balaton,2,44.2833,-95.9379
Chipley,2,30.5339,-85.5787
Gracemont,2,35.1865,-98.2607
Quanah,2,34.3037,-99.7733
Rancho Dominguez,2,33.8723,-118.213
Nacogdoches (county),2,31.7842,-94.5317
Huntington Station,2,40.8582,-73.4141
Cross City,2,29.6371,-83.1286
Dushore (Wilmot Township),2,41.5242,-76.4008
Kahuku,2,21.6277,-157.935304
Packwood,2,41.1338,-92.085
Newton Grove,2,35.14936,-78.333526
Pilot Point,2,33.3945,-96.9591
Boone,2,36.2163,-81.669
Saint Gabriel (Iberville),2,30.2577,-91.0993
Oostburg,2,43.6268,-87.7996
Sheraden,2,40.4533,-80.0492
Monroe (county),2,33.9848,-88.4677
Creek County,2,36.0466,-96.1547
Orangeburg (county),2,33.4929,-80.8637
Conowingo,2,39.7181,-76.1654
Jesup,2,31.6059,-81.891
New Smyrna Beach,2,29.0255,-80.9281
Littlerock,2,34.5211,-117.935
Greenup,2,38.5263,-82.9403
Fenwick,2,43.1538,-84.9758
Lake Saint Louis,2,38.7953,-90.8094
West Helena,2,34.5545,-90.6807
Gibson (county),2,35.8297,-88.8574
Ninnekah,2,34.9126,-97.9501
Courtland (North Courtland),2,34.6746,-87.3048
Dryfork,2,38.9462,-79.4364
Clemmons,2,35.9524,-80.3123
Sealy,2,29.7843,-96.1582
Ridgefield Park,2,40.8493,-74.0182
Manatee (county),2,27.5476,-82.5557
Ethel,2,33.1137,-89.4647
Hinckley,2,46.0152,-92.9495
Mountain Top,2,41.1592,-75.8794
Fayetteville (Eastover),2,35.0977,-78.7798
Anoka (Ramsey),2,45.2989,-93.4104
Rockmart,2,33.909,-85.0243
Colquitt,2,31.1783,-84.5261
Longboat Key,2,27.3984,-82.6473
Choudrant,2,32.6515,-92.5051
Hood River (county),2,45.4677,-121.564
Chamblee,2,33.8856,-84.2883
Ludington,2,43.9554,-86.3339
Eloy,2,32.7549,-111.557
Stevenson Ranch,2,34.3741,-118.563
Hay,2,46.6864,-117.936
Kalkaska County,2,44.6674,-85.0233
Muskogee County,2,35.7111,-95.3102
Pine Island,2,44.1817,-92.7599
Denville,2,40.8947,-74.4564
Menahga,2,46.7592,-95.0855
Bay Shore (Bayshore),2,40.7277,-73.2585
Sun City West,2,33.6767,-112.374
Arab,2,34.3237,-86.5066
Telfair County,2,31.8908,-82.9932
Decorah,2,43.294252,-91.789582
Moonachie,2,40.8379,-74.0629
Louise,2,29.1299,-96.3932
Hubbardton,2,43.4312,-73.1948
Hyattsville (Cheverly),2,38.9319,-76.9014
Lowry City,2,38.14,-93.7269
Palenville,2,42.1921,-74.0052
Clinton County,2,36.7676,-85.168
Trout Creek,2,47.8092,-115.574
Fairport,2,43.1072,-77.4297
Jolo,2,37.375246,-81.653889
Folkston,2,30.8024,-81.8532
Grayson (county),2,33.4981,-96.6182
Sawyer County,2,45.822,-91.1686
Monroeville,2,40.4421,-79.7905
Carter Cove,2,35.8148,-90.4349
Lapel,2,40.075,-85.8168
Gadsden (Hokes Bluff),2,34.0002,-85.8588
Waco (Hallsburg),2,31.5502,-96.9478
Hyampom,2,40.6149,-123.456
Harpers Ferry,2,39.2854,-77.7705
Saxton,2,40.2452,-78.1986
Dairyville,2,40.1455,-122.135
Goleta,2,34.426,-119.898
Gloucester Point,2,37.2577,-76.5006
Reedsport,2,43.6908,-124.137
Mccreary County,2,36.6973,-84.4803
Sanders,2,35.2063,-109.333
Mooringsport,2,32.7021,-93.9971
Goldendale,2,45.9003,-120.683
Aylett,2,37.7385,-77.1413
Iberia Parish,2,29.9161,-91.6612
Twin Lakes,2,42.5298,-88.2479
Faith,2,44.9875,-102.35
Ubly,2,43.6493,-83.0096
Eros,2,32.3422,-92.3956
Hueysville,2,37.5034,-82.882
Weatherford (Willow Park),2,32.738,-97.6812
Keenesburg,2,40.1112,-104.514
City Of Industry,2,33.9942,-117.919
Algiers,2,29.9424,-90.0336
Molalla,2,45.1597,-122.59
Fort Worth (Watauga),2,32.8615,-97.2384
Robinsonville,2,34.8407,-90.2986
Fountain Hills,2,33.6039,-111.73
Barry County,2,42.5354,-85.355
Logan Heights,2,32.6959,-117.132
Cincinnati (Mount Airy),2,39.1784,-84.5619
Wilkes County,2,33.6975,-82.7926
Sardinia,2,42.573,-78.5521
White Springs,2,30.3312,-82.7503
Strathmore,2,36.1528,-119.014
Millington,2,35.357,-89.8948
Allen,2,38.6588,-96.17
Ingleside,2,42.3911,-88.1441
Edgefield County,2,33.6182,-81.9257
Friendship,2,43.9932,-69.3335
Vanceburg,2,38.5998,-83.3354
Eastlake,2,41.6422,-81.4527
Canoga Park,2,34.2196,-118.598
Avon Park,2,27.5909,-81.4896
Stokesdale,2,36.316,-79.9687
Liberal,2,37.0673,-100.912
Bishopville,2,34.2241,-80.2536
Crenshaw,2,34.5251,-90.1889
Shaftsbury,2,42.9776,-73.1603
Wheat Ridge,2,39.7826,-105.11
Millen,2,32.8493,-81.944
Solon,2,41.3714,-81.4506
Browns Mills,2,39.9733,-74.5624
Hensley,2,34.5027,-92.2001
Sneads,2,30.7085,-84.9236
Fair Grove,2,37.3355,-93.178
Owosso,2,42.9831,-84.2167
Cleveland (Parma),2,41.3901,-81.7062
Captain Cook,2,19.4331,-155.88
Lothian,2,38.7967,-76.5913
Heflin,2,33.6416,-85.5904
Grand Terrace,2,34.0194,-117.331
Oriental,2,35.031,-76.693
North,2,33.6652,-81.1103
North Brunswick,2,40.4539,-74.4812
El Mirage,2,33.6237,-112.324
Rudy,2,35.6033,-94.2827
Webster (county),2,42.5059,-94.1789
Cincinnati (Northside),2,39.1622,-84.5364
Roma,2,26.5378,-99.1349
Indiantown,2,27.0238,-80.4858
Elma,2,47.0036,-123.414
Maysville,2,34.8766,-77.2329
Bailey,2,39.4876,-105.503
Rocklin,2,38.7886,-121.238
Foristell,2,38.8738,-90.9023
East Troy,2,42.7866,-88.4233
Cayce,2,33.9699,-81.0752
Gouldsboro,2,41.2407,-75.4645
Tiverton,2,41.6558,-71.1991
Ogden (Riverdale),2,41.1861,-112.008
Clarkton,2,34.4665,-78.6779
Lake Ozark,2,38.1879,-92.6075
Cecil (county),2,39.6254,-75.8465
Des Plaines (Rosemont),2,41.9942,-87.8689
Bell (county),2,38.0377,-84.4873
Carter County,2,36.9074,-90.9438
Tewksbury,2,42.5891,-71.2151
Tavares,2,28.8014,-81.7288
Eudora,2,38.9441,-95.0995
Sandersville,2,32.9835,-82.789
Nichols,2,42.0281,-76.4121
Wolfe (county),2,37.7135,-83.2875
Presque Isle,2,46.6995,-68.0311
Goochland,2,37.7913,-77.9252
Murrells Inlet,2,33.5758,-79.0359
Young Harris,2,34.9667,-83.8761
Dora,2,33.7185,-86.99
Woodridge,2,41.7456,-88.0623
Franklin (Beverly Hills),2,42.5284,-83.2364
North Platte,2,41.1262,-100.753
Dewitt,2,37.0346,-77.627
Webb (county),2,27.4487,-99.4712
Randlett,2,40.2111,-109.729
North Providence,2,41.8447,-71.4762
West Ashley,2,32.7984,-80.0825
Foxworth,2,31.2203,-89.9055
Benbrook,2,32.6871,-97.4393
Rupert,2,42.6383,-113.764
Gore,2,35.5698,-95.0976
Ariton,2,31.5516,-85.6814
Edgecombe (county),2,35.9235,-77.7663
Pittston,2,41.3114,-75.7892
Slater,2,39.2249,-93.0647
Pala,2,33.3654,-117.078
Newbury,2,44.0533,-72.1312
Junedale,2,40.9206,-75.9296
Valley,2,32.7464,-85.2562
Poplarville,2,30.834,-89.5436
Fairchance,2,39.8221,-79.7507
Raytown,2,38.9697,-94.4455
Wilmerding,2,40.3927,-79.8087
Wadena,2,46.5359,-95.2124
Laurel County,2,37.0693,-84.1857
Nicholson,2,34.1056,-83.4388
Citra,2,29.3675,-82.1255
Disputanta,2,37.1764,-77.3046
Valley Head,2,38.5592,-80.0104
Merrimack,2,42.8754,-71.4855
La Follette,2,36.3555,-84.084
Alpharetta (Milton),2,34.1057,-84.2669
Royal Oak,2,42.5084,-83.1718
Jemison,2,32.9807,-86.6869
Columbiaville,2,43.1299,-83.3672
Sandpoint,2,48.2636,-116.572
New Cumberland,2,40.2099,-76.8755
Baxley,2,31.7844,-82.3525
Rolesville,2,35.9472,-78.4682
Morganfield,2,37.6849,-87.9186
Linton,2,39.0372,-87.1621
Post,2,44.1624,-120.49
Woodbridge (Lake Ridge),2,38.679,-77.2931
Pittsburgh (Etna),2,40.4931,-79.9555
Clementon (Lindenwold),2,39.8099,-75.0216
Saint Simons Island,2,31.134,-81.3947
Doniphan,2,36.6382,-90.8098
Fayette,2,31.7214,-91.0587
Anna,2,33.349,-96.578
Barry (county),2,36.6636,-93.8885
Torrance County,2,34.6784,-105.97
Blanchard,2,43.4847,-85.0054
Perth Amboy,2,40.5111,-74.2769
Camp Pendleton,2,33.1926,-117.363
Lansdowne (Yeadon),2,39.9333,-75.2469
Smiths Station,2,32.5143,-85.0867
Blue River,2,44.1859,-122.266
Orangevale,2,38.6694,-121.192
Richmond County,2,33.5161,-82.0405
Olive Hill,2,38.3113,-83.1298
Dekalb (DeKalb),2,41.948,-88.773
Macomb Township,2,42.6326,-82.9068
Monaca,2,40.6771,-80.2932
Ralston,2,41.1908,-96.0377
Aniak,2,61.787,-156.615
Beaufort (Ladys Island),2,32.4226,-80.6405
Kelso,2,46.149,-122.874
Cornelia,2,34.5189,-83.5289
Edmonds,2,47.797,-122.334
Taft,2,35.1451,-119.459
Ruther Glen,2,37.9313,-77.4799
Moline,2,41.5093,-90.5106
Lost Hills,2,35.6161,-119.703
Inglewood (Lennox),2,33.9453,-118.361
Mcdonald (county),2,36.6244,-94.4255
Queen Creek,2,33.2349,-111.542
Homer Glen,2,41.6153,-87.9307
Norcross (Peachtree Corners),2,33.9493,-84.2518
North Olmsted,2,41.4283,-81.8992
Forney,2,32.7444,-96.4515
Big Stone Gap,2,36.8502,-82.7589
Eubank,2,37.2557,-84.673
Ballwin,2,38.577,-90.5381
Richton Park,2,41.4872,-87.7113
Soldotna,2,60.4874,-151.057
Benewah County,2,47.2833,-116.912
Fort Bragg,2,39.3589,-123.66
Graves County,2,36.6888,-88.7109
Johnsonville,2,33.8118,-79.5516
Elsmere,2,39.7373,-75.6077
Tallapoosa (county),2,32.815,-85.774
Kearneysville,2,39.3436,-77.9423
Waveland,2,30.3004,-89.3987
Newell,2,40.6204,-80.5972
Bancroft,2,38.5104,-81.8384
Cleveland Heights,2,41.5151,-81.58
Bergenfield,2,40.9231,-74.0028
Pierce City,2,36.9459,-94.0025
Newport Beach,2,33.626,-117.948
Midland (county),2,43.6139,-84.2414
Elon,2,36.1348,-79.4999
Wakefield,2,37.1121,-76.8485
Natomas,2,38.6096,-121.502
Clay (county),2,38.4715,-81.1033
Scotch Plains,2,40.6442,-74.3995
Dexter,2,42.2962,-83.9477
Coopersburg,2,40.5364,-75.4417
Alden,2,42.5287,-93.4797
Northport,2,33.2284,-87.5733
Saint Paul (Roseville),2,45.0128,-93.1723
Culloden,2,38.4204,-82.0542
Shepherd,2,43.5226,-84.6924
Brawley,2,32.9839,-115.537
Alliance,2,40.9218,-81.1058
Bay County,2,30.254,-85.5075
North Chicago,2,42.3193,-87.8665
Coldiron,2,36.8268,-83.4535
Richmond (county),2,33.4433,-82.0171
Kernersville,2,36.0923,-80.1378
Delta,2,38.6961,-108.023
Merced (county),2,37.2316,-120.957
Oklahoma City (Moore),2,35.32,-97.4931
Cheltenham,2,40.0522,-75.1123
Panola (county),2,34.3587,-89.7443
Avenel,2,40.5888,-74.2796
Pahrump,2,36.2124,-115.992
Braintree,2,42.2291,-70.9662
Kerhonkson,2,41.7725,-74.2678
Larose,2,29.5578,-90.3516
Pearisburg,2,37.292,-80.6695
Schiller Park,2,41.966,-87.8563
Boerne,2,29.8048,-98.7161
Vandalia,2,38.9675,-89.1056
Summerville (Lincolnville),2,33.0137,-80.1565
Hiddenite,2,35.8611,-81.1055
Newcomerstown,2,40.2267,-81.4632
Central,2,34.685,-82.7498
Merrill,2,43.4086,-84.3316
Royal City,2,46.897,-119.632
Penns Grove,2,39.7296,-75.468
